CreditScore,Age,Balance,EstimatedSalary,Geography,IsActiveMember,Tenure,Gender,HasCrCard,NumOfProducts,class
1.0,0.4054054054054054,0.446248873397163,0.5587744629612128,Germany,0,6,Female,1,1,0
0.5499999999999999,0.2837837837837838,0.5212750722813395,0.6065803784261397,France,1,3,Female,0,1,0
0.7139999999999999,0.2027027027027027,0.5447571163255966,0.2714211207170285,France,0,8,Male,1,1,0
0.446,0.1621621621621621,0.0,0.3309247533139415,France,0,6,Female,1,2,0
0.3099999999999999,0.2297297297297297,0.4660561186416366,0.4554497954554659,Spain,0,8,Male,1,1,0
0.944,0.2567567567567567,0.4207405484832507,0.9131539562028173,France,0,3,Male,1,1,0
0.816,0.445945945945946,0.3256719092600506,0.5825980881174152,France,1,8,Male,1,1,0
0.6920000000000001,0.1756756756756757,0.0,0.9554038910715972,France,0,8,Female,0,2,0
0.5419999999999999,0.3378378378378379,0.0,0.2378570653497408,France,1,5,Female,1,1,0
0.7339999999999999,0.2432432432432432,0.0,0.7277696019969907,France,1,5,Female,1,2,0
0.578,0.1216216216216216,0.601024144902817,0.4260274356201016,Germany,1,3,Male,0,1,0
0.8039999999999999,0.4189189189189189,0.3134891939591888,0.0384387709026212,France,0,2,Male,1,1,0
0.824,0.1351351351351351,0.4988313382537109,0.5301128257748615,Germany,1,3,Male,1,2,0
0.616,0.3378378378378379,0.5590331915240965,0.0136870071091789,France,0,7,Female,1,2,0
0.868,0.2027027027027027,0.0,0.8101318175885797,Spain,0,10,Male,1,2,0
0.4879999999999999,0.2702702702702703,0.0,0.2916345010948545,Spain,0,10,Female,1,2,0
0.816,0.5135135135135136,0.0,0.0531640771693696,Spain,1,1,Male,1,2,0
0.576,0.3243243243243243,0.5786327030229684,0.9673931860492676,Germany,0,8,Male,1,1,1
0.7939999999999999,0.3108108108108108,0.0,0.1621122817229045,Spain,0,9,Male,1,1,1
0.7099999999999999,0.2837837837837838,0.5311364865312447,0.3903088744975144,Spain,1,6,Male,1,1,0
0.826,0.6621621621621623,0.5956072842164722,0.5314065493254606,France,1,1,Male,0,2,0
0.8079999999999999,0.5,0.6441213243193682,0.0403502034444289,Germany,0,3,Female,1,1,1
0.7079999999999999,0.2837837837837838,0.4445032642536259,0.9974621576360542,France,0,2,Male,1,1,0
0.63,0.2027027027027027,0.4036942250138293,0.7992209756031701,France,1,2,Male,1,1,0
0.246,0.4054054054054054,0.0,0.3556750669688955,Spain,0,8,Male,1,2,0
0.6920000000000001,0.1216216216216216,0.3492942493105468,0.9805924965834236,France,0,4,Male,0,2,0
0.4959999999999999,0.3378378378378379,0.0,0.5036037941623425,France,1,5,Female,1,3,1
0.452,0.2432432432432432,0.6627704898032505,0.1164824740762742,Germany,1,8,Female,1,1,0
0.566,0.1081081081081081,0.4953478920465278,0.3005536528738494,France,1,8,Female,1,1,0
0.376,0.2702702702702703,0.3537649489479972,0.1410863237439175,France,0,8,Female,0,2,1
0.606,0.5405405405405406,0.5285129113577549,0.0254328788399292,Germany,0,1,Male,1,1,1
0.618,0.4189189189189189,0.0,0.5812462090129608,France,0,1,Female,1,1,1
0.5279999999999999,0.6486486486486487,0.0,0.9004415921720524,Spain,1,2,Male,0,2,0
0.5599999999999999,0.1081081081081081,0.0,0.91309120020962,France,0,5,Female,1,2,0
0.5619999999999999,0.4054054054054054,0.4240625347127991,0.7533211421690772,Germany,1,1,Male,1,1,1
0.7979999999999999,0.3378378378378379,0.4950576546836208,0.8359193302960433,Spain,1,1,Female,1,1,0
0.3059999999999999,0.2567567567567567,0.0,0.489455442994806,France,1,8,Female,1,2,0
0.7859999999999999,0.2972972972972973,0.2716465079506982,0.4743706523973039,France,0,8,Male,1,1,0
0.382,0.1891891891891892,0.0,0.574754089015501,France,1,4,Female,1,1,0
0.604,0.4324324324324324,0.4999545432968422,0.0857549896015069,Germany,1,8,Male,1,1,1
0.7599999999999999,0.4594594594594595,0.0,0.611994745498195,Spain,1,7,Female,0,2,0
0.5219999999999999,0.5405405405405406,0.0,0.5383219097423804,France,1,8,Male,0,2,1
0.64,0.1621621621621621,0.5318746746936177,0.0157183511025302,Spain,0,3,Male,0,1,0
0.612,0.3648648648648648,0.5816436067727738,0.9969980133102712,France,1,7,Female,1,1,0
0.568,0.5540540540540542,0.3815375796603314,0.4896858650001074,Germany,0,3,Female,0,1,1
0.4879999999999999,0.2297297297297297,0.0,0.5173949612187964,France,0,2,Male,1,2,0
0.654,0.081081081081081,0.591071020110197,0.9145991942230484,France,0,0,Female,0,2,0
0.636,0.5540540540540542,0.4789596843881913,0.2522401889380436,Germany,1,5,Female,0,1,0
0.5499999999999999,0.527027027027027,0.0,0.4205131090019096,Spain,0,7,Female,0,1,1
0.578,0.2837837837837838,0.6000676609375544,0.1520274686232535,France,0,6,Male,1,1,0
0.5439999999999999,0.4594594594594595,0.4462926361854728,0.813801268021096,Germany,1,9,Female,1,1,1
0.7319999999999999,0.3108108108108108,0.502776007581405,0.690263970209155,Germany,1,8,Male,1,2,0
0.7419999999999999,0.2297297297297297,0.0,0.3579475839942714,France,0,10,Male,1,2,0
0.634,0.2837837837837838,0.0,0.2035677407192386,Spain,0,2,Female,1,2,1
0.816,0.2297297297297297,0.0,0.5018175735782767,Spain,0,5,Female,0,2,0
0.6920000000000001,0.1486486486486486,0.0,0.955863834996242,France,0,8,Male,1,2,0
0.666,0.1756756756756757,0.0,0.3866129215340065,France,1,2,Male,0,2,0
0.564,0.2972972972972973,0.5884886568885399,0.9984115983076384,France,1,5,Male,1,1,0
0.1859999999999999,0.3513513513513513,0.0,0.79584660335062,France,0,2,Male,1,1,0
0.612,0.6081081081081081,0.0,0.2850414714605245,France,1,8,Male,0,2,0
0.982,0.1891891891891892,0.4666046281978472,0.5674072873959463,Germany,0,2,Male,1,1,0
0.4859999999999999,0.1486486486486486,0.4053990207737333,0.6729813197160328,Germany,0,5,Female,1,3,0
0.7259999999999999,0.4594594594594595,0.740904564080181,0.2318120880544091,France,1,0,Female,1,1,1
0.408,0.2297297297297297,0.0,0.883923814724306,France,1,8,Female,1,2,0
0.5499999999999999,0.1081081081081081,0.520067530207185,0.6140533920989454,Germany,0,3,Male,1,1,0
0.568,0.4594594594594595,0.0,0.8845936786963154,Spain,1,1,Male,1,2,0
0.2599999999999999,0.3243243243243243,0.6064622094173774,0.5088851985364602,France,0,1,Female,1,2,0
0.4799999999999998,0.2567567567567567,0.0,0.6676858139952364,Spain,0,1,Male,0,2,0
0.894,0.1891891891891892,0.6055165266503225,0.0443316336710155,Germany,0,1,Male,1,1,0
0.646,0.1621621621621621,0.2554732481223751,0.3888959895670036,France,1,1,Male,1,1,0
0.352,0.1621621621621621,0.0,0.1812144059757706,Spain,0,8,Male,1,1,0
0.648,0.2837837837837838,0.4790527500627845,0.5006446615651794,Spain,0,6,Male,0,1,0
0.2979999999999999,0.527027027027027,0.0,0.6568667307727888,France,0,1,Female,0,1,1
0.7319999999999999,0.2027027027027027,0.0,0.4645691163506114,Spain,1,2,Male,1,2,0
0.628,0.2432432432432432,0.0,0.4768508392551488,France,1,1,Male,1,2,0
0.7679999999999999,0.2567567567567567,0.6088537381850935,0.2449179896680132,Spain,1,0,Female,1,1,0
0.592,0.2837837837837838,0.44470011708738,0.1541493712649558,Germany,1,9,Male,1,1,0
0.7979999999999999,0.1621621621621621,0.0,0.6327607786543614,France,1,1,Male,0,2,0
0.2299999999999999,0.445945945945946,0.4883350048619342,0.9065169223660858,France,0,8,Female,0,1,1
1.0,0.2432432432432432,0.4782183475370419,0.9577091112201214,Germany,0,5,Male,1,1,1
0.7179999999999999,0.2432432432432432,0.0,0.3483581182002881,France,1,8,Female,1,2,0
0.588,0.3783783783783784,0.0496583692606029,0.7839536675752534,Spain,0,6,Female,0,1,1
1.0,0.7162162162162162,0.2774359103331556,0.4894558430330096,Spain,0,10,Male,1,1,1
0.4659999999999998,0.2837837837837838,0.5153458123176626,0.3655150066831382,France,0,1,Male,1,2,0
0.1759999999999999,0.2432432432432432,0.0,0.3220753581967078,France,0,4,Female,1,2,0
0.422,0.2297297297297297,0.0,0.29987883842907,France,0,5,Female,1,2,0
0.662,0.3243243243243243,0.4711074922890007,0.0472110086513261,Germany,0,3,Male,1,2,1
0.572,0.2567567567567567,0.4589005041847868,0.2623872079783619,Spain,0,1,Male,1,1,0
0.99,0.2702702702702703,0.4496005529575773,0.8981871268706161,Spain,0,2,Female,1,1,0
0.7579999999999999,0.1891891891891892,0.3734361628659668,0.3995759094993572,France,1,6,Male,1,1,0
0.67,0.0405405405405405,0.390423458385036,0.8248522233873333,Germany,1,6,Female,1,1,0
0.448,0.1621621621621621,0.4796967565596056,0.688974647078796,Spain,0,5,Male,1,1,0
1.0,0.2972972972972973,0.4163036872859415,0.0036818516168294,Germany,1,7,Female,1,1,0
0.638,0.0945945945945945,0.6291340440256042,0.1876796734088105,France,0,1,Male,0,1,1
0.452,0.1351351351351351,0.4756365024540442,0.2948545086055718,Germany,1,1,Male,0,2,0
0.4639999999999998,0.4324324324324324,0.5936354477628746,0.5847194407065874,France,1,2,Male,1,1,0
0.7499999999999999,0.3513513513513513,0.0,0.5867788373789696,France,1,5,Male,1,1,0
0.414,0.1216216216216216,0.0,0.0224319922552603,France,1,2,Female,0,2,0
0.858,0.1216216216216216,0.0,0.95314822565555,France,1,1,Male,1,2,0
0.602,0.3783783783783784,0.3576872585996968,0.7821446448135797,Spain,0,4,Female,1,1,1
0.1759999999999999,0.5540540540540542,0.5069673507677959,0.2577966195771696,Germany,0,7,Male,1,1,1
0.7199999999999999,0.1756756756756757,0.0,0.5614410176171823,France,1,3,Female,1,2,0
0.0159999999999999,0.4594594594594595,0.5721141998330876,0.7098054364191779,Spain,0,8,Female,1,3,1
0.614,0.3108108108108108,0.3820609794199709,0.3412540897655726,France,1,5,Female,1,1,0
0.1639999999999999,0.2702702702702703,0.0,0.752918403707554,Spain,0,7,Male,1,2,0
0.3199999999999999,0.6351351351351351,0.0,0.2403231008561317,France,1,2,Male,1,2,0
0.3219999999999999,0.1621621621621621,0.0,0.7199851585826446,France,0,5,Female,1,2,0
0.252,0.2162162162162162,0.4460194575415062,0.9861453268787168,Germany,1,8,Female,0,1,1
0.992,0.2162162162162162,0.5675157192308639,0.3419429555522552,France,1,10,Female,0,2,1
0.3419999999999999,0.2837837837837838,0.0,0.1368309173526071,France,1,6,Female,0,2,0
0.4819999999999999,0.2972972972972973,0.3981155057816503,0.4434604004682447,France,1,2,Male,1,2,0
0.8099999999999999,0.5945945945945947,0.5089968201830473,0.7118985363102176,France,1,1,Male,0,2,0
0.1979999999999999,0.2567567567567567,0.0,0.4108637374869299,France,0,6,Female,1,2,0
0.864,0.3108108108108108,0.0,0.664724981235708,Spain,0,4,Female,1,1,0
0.4759999999999998,0.3783783783783784,0.0,0.3096277194472072,Spain,0,8,Male,1,1,0
0.7259999999999999,0.2567567567567567,0.0,0.0819669778463843,France,1,8,Female,1,1,0
0.7859999999999999,0.0945945945945945,0.0,0.6487046012894231,Spain,0,6,Male,1,2,0
0.6,0.2297297297297297,0.6615531828082072,0.1223645858179456,Germany,1,3,Female,1,2,0
0.236,0.1891891891891892,0.5486270142590564,0.9936084396059824,France,0,8,Female,0,1,0
0.132,0.0945945945945945,0.3895564529805708,0.8026354016808604,Germany,1,0,Female,1,2,0
0.886,0.1891891891891892,0.0,0.9691228012275171,France,0,2,Male,1,2,1
0.572,0.1486486486486486,0.3879070980572232,0.6596269943779631,Germany,1,3,Female,0,1,0
0.888,0.5,0.4615288223198511,0.8026505531278236,Germany,0,6,Female,1,1,1
0.2759999999999999,0.2027027027027027,0.5580048457124565,0.6180701757017795,Germany,0,4,Female,1,1,0
0.63,0.445945945945946,0.0,0.1946030845945787,Spain,1,8,Female,1,1,1
0.98,0.2432432432432432,0.0,0.70683095235595,Spain,0,6,Female,1,2,0
0.358,0.3783783783783784,0.0,0.6325622096910255,France,0,8,Male,0,1,1
0.7419999999999999,0.3378378378378379,0.3539219449617971,0.2280170256259472,Spain,0,3,Male,0,1,0
0.4879999999999999,0.1756756756756757,0.3162277959150665,0.3912587652120777,France,0,0,Female,1,1,0
0.2939999999999999,0.1216216216216216,0.5954619662509189,0.8376330439556977,Spain,0,7,Male,0,1,0
0.132,0.2297297297297297,0.0,0.5985631627820457,Spain,0,8,Male,0,1,0
0.818,0.1081081081081081,0.0,0.6769798515758254,France,0,4,Male,1,2,0
0.618,0.1891891891891892,0.6015340332004919,0.8732880490086803,Germany,1,3,Female,0,2,0
0.8039999999999999,0.2567567567567567,0.4515420982280096,0.6623430537616343,Germany,1,5,Female,1,2,0
0.656,0.1351351351351351,0.0,0.722126913120203,France,1,4,Female,1,2,1
0.428,0.3108108108108108,0.412608760792081,0.1716495425313117,Germany,1,9,Male,1,2,0
0.6900000000000001,0.0675675675675676,0.0,0.7087913895777047,France,1,1,Female,1,2,0
0.672,0.2432432432432432,0.0,0.7649108489860782,Spain,1,5,Female,1,2,0
0.1919999999999999,0.2837837837837838,0.3595765515791691,0.9567858730508764,France,0,1,Female,1,1,0
0.7020000000000001,0.1891891891891892,0.4085337596631365,0.531431701727515,Germany,0,5,Male,0,1,0
0.4919999999999999,0.527027027027027,0.0,0.3619866697269589,Spain,1,6,Male,1,2,0
0.5559999999999999,0.2162162162162162,0.632692859479321,0.630965057162959,France,1,4,Male,1,2,0
0.584,0.2837837837837838,0.0,0.384084980115601,France,1,4,Female,1,1,0
0.5279999999999999,0.2837837837837838,0.5021848512278432,0.6402499438696395,Germany,1,8,Female,1,1,1
0.5099999999999999,0.3918918918918919,0.5685317891419581,0.9465838487575562,Spain,0,7,Male,1,1,0
0.59,0.4189189189189189,0.4389533216454538,0.9384812749617588,Spain,1,5,Female,0,3,1
0.7179999999999999,0.2432432432432432,0.0,0.2340232992250759,France,0,0,Male,1,2,0
0.2159999999999999,0.2297297297297297,0.6635860799099748,0.6764454005357511,Spain,0,5,Female,1,1,0
0.822,0.2567567567567567,0.5290202488189528,0.9965023159711752,Spain,0,7,Male,1,1,0
0.5379999999999999,0.3108108108108108,0.0,0.3993138844759674,Spain,1,8,Female,1,3,1
0.7839999999999999,0.081081081081081,0.0,0.0202954382143494,Spain,0,8,Male,1,2,0
0.7619999999999999,0.0405405405405405,0.5273537953198448,0.5333103311366235,Germany,0,8,Female,1,1,1
0.636,0.0945945945945945,0.0,0.6755670666548654,Spain,1,8,Male,1,2,0
0.616,0.0405405405405405,0.0,0.7714151201439736,Spain,1,7,Male,0,2,0
0.662,0.2567567567567567,0.4831897684035778,0.7318423909483355,Spain,1,6,Female,1,1,0
0.4979999999999999,0.3108108108108108,0.0,0.4803370721903942,France,0,1,Female,1,2,0
0.8099999999999999,0.3108108108108108,0.4177688638442804,0.6300701717013975,France,0,6,Male,1,1,1
0.6940000000000001,0.2027027027027027,0.3481401552319509,0.8626470327916316,France,0,1,Female,1,1,0
0.602,0.3648648648648648,0.3823181754791357,0.4238946819421254,Spain,0,8,Female,1,1,1
0.45,0.4189189189189189,0.4830851841080177,0.8404250105885112,Germany,1,7,Male,1,4,1
0.7879999999999999,0.1756756756756757,0.4811446751149043,0.2947777012704713,France,1,9,Male,1,1,0
0.5339999999999999,0.081081081081081,0.5472149668417166,0.4559612442988305,France,1,4,Female,1,2,0
0.7819999999999999,0.2297297297297297,0.0,0.182747302367376,France,0,1,Female,1,2,0
0.934,0.2162162162162162,0.5152627108480579,0.8278353582767154,France,0,5,Male,0,1,0
0.5219999999999999,0.2567567567567567,0.0,0.5539093983475422,France,0,6,Female,1,2,0
0.39,0.2027027027027027,0.5282140649217378,0.5371419470559439,Germany,1,1,Male,0,2,0
0.436,0.1756756756756757,0.2454866834578135,0.308954805183895,Germany,1,1,Female,1,2,0
0.664,0.1081081081081081,0.0,0.8918944259176751,France,0,8,Male,1,2,0
0.572,0.1621621621621621,0.5651191286470136,0.5484225243510755,Germany,1,8,Male,1,2,0
0.452,0.3108108108108108,0.4488272907936446,0.9552092224807468,France,0,4,Female,0,1,1
0.3199999999999999,0.1756756756756757,0.4531267256757515,0.1654549509478155,Germany,0,0,Male,1,1,1
0.4799999999999998,0.5675675675675675,0.5888914897678178,0.4410144168768117,France,0,6,Female,1,1,1
0.364,0.3378378378378379,0.0,0.9529026522032854,France,0,9,Male,0,2,1
0.5459999999999999,0.0405405405405405,0.0,0.6792634696613525,France,1,10,Male,0,2,0
0.24,0.1756756756756757,0.4052450937350699,0.2251323501394383,Spain,0,2,Female,1,2,0
0.6,0.3108108108108108,0.0,0.9580319420504658,Spain,1,9,Male,0,2,0
1.0,0.1756756756756757,0.5260967112184872,0.8937646045197315,France,1,6,Male,1,2,0
0.7719999999999999,0.4324324324324324,0.4635707270629282,0.926832612514495,Germany,0,9,Male,1,1,1
0.41,0.2972972972972973,0.5577171990428464,0.5285930306344255,France,1,10,Male,1,1,0
0.3419999999999999,0.1216216216216216,0.4835662160680458,0.8211390187762931,France,1,4,Male,1,1,1
0.424,0.445945945945946,0.4895294340423238,0.1630887249732349,France,0,7,Female,0,2,0
0.394,0.4189189189189189,0.484410662512417,0.2325715605840357,Germany,0,8,Male,1,2,1
0.4599999999999998,0.5810810810810811,0.5018825372484901,0.4733764574516866,Spain,1,8,Male,1,1,0
0.7179999999999999,0.1621621621621621,0.0,0.8069602647052793,France,1,5,Female,0,2,0
0.45,0.3378378378378379,0.0,0.417954564660925,Spain,0,3,Male,1,1,0
0.7399999999999999,0.3513513513513513,0.0,0.8173752093324912,France,0,4,Male,1,2,0
0.5079999999999999,0.5135135135135136,0.2500323936304178,0.6247745659710502,France,1,0,Female,0,1,0
0.1859999999999999,0.2297297297297297,0.4316812455606976,0.6451596627477924,France,0,9,Female,1,1,1
0.5419999999999999,0.2567567567567567,0.3310557684994732,0.0457991738210999,Spain,0,9,Female,1,2,0
0.438,0.2702702702702703,0.0,0.5423398934598254,France,1,7,Male,1,1,0
0.7899999999999999,0.1351351351351351,0.0,0.7719617223444838,France,0,6,Female,1,2,0
0.4599999999999998,0.3648648648648648,0.4134791938830623,0.2371083938516128,Germany,0,8,Male,1,1,1
0.832,0.1891891891891892,0.7401980620896716,0.5125035440884604,France,1,6,Male,1,1,0
0.1599999999999999,0.2027027027027027,0.0,0.3487749580084898,France,1,8,Female,1,1,0
0.828,0.2972972972972973,0.4004834393119533,0.6204798058214559,France,0,9,Female,1,1,0
0.4639999999999998,0.1756756756756757,0.0,0.1686933602159006,France,1,2,Male,1,2,0
0.422,0.3648648648648648,0.6699348727604902,0.5785927556081606,Germany,1,2,Female,0,2,0
0.4639999999999998,0.027027027027027,0.0,0.2787870241608073,France,1,4,Male,1,1,0
0.898,0.1891891891891892,0.4226653140324823,0.0896406606830952,France,1,3,Female,1,2,0
0.416,0.1756756756756757,0.0,0.8336231110071011,Spain,0,7,Female,1,2,0
0.7779999999999999,0.2162162162162162,0.0,0.3028926762505819,France,0,9,Male,1,1,0
0.4759999999999998,0.1216216216216216,0.0,0.1002835770816112,France,0,8,Female,1,1,0
0.4659999999999998,0.3918918918918919,0.4087804335218335,0.4635268668157809,Spain,0,5,Male,1,1,0
0.43,0.2027027027027027,0.5196066259412337,0.5282046935482339,Germany,0,8,Male,1,2,0
0.4599999999999998,0.0675675675675676,0.454064078367436,0.981242958702556,France,0,5,Female,0,2,0
0.884,0.5540540540540542,0.4049842308484692,0.807415158147603,Germany,0,9,Female,0,1,1
0.3359999999999999,0.1351351351351351,0.3393663140281379,0.0139628834553699,France,0,9,Female,0,1,0
0.836,0.2432432432432432,0.7180980931341487,0.0866931791986134,France,0,5,Female,1,2,0
0.676,0.2297297297297297,0.4447151431085027,0.8308510962796947,Germany,0,5,Male,0,1,1
0.65,0.2972972972972973,0.3150121629064614,0.7139301803322218,Spain,0,8,Female,1,1,1
0.622,0.445945945945946,0.5843272860307547,0.3400840780294518,France,1,6,Male,1,1,0
0.344,0.1621621621621621,0.0,0.7274658229860952,Spain,0,3,Male,1,2,0
0.626,0.3243243243243243,0.3277373295269007,0.3567750720193778,France,0,1,Female,1,2,0
0.602,0.3108108108108108,0.1539158787538,0.5243761779249918,France,1,4,Female,1,1,0
0.912,0.1756756756756757,0.0,0.7008508312543846,France,1,9,Male,0,2,0
0.36,0.1486486486486486,0.0,0.6072561429616529,France,0,5,Female,0,2,0
0.4979999999999999,0.2432432432432432,0.0,0.0660012031148974,Spain,0,4,Male,0,2,0
0.644,0.2027027027027027,0.0,0.9137193601988988,Spain,1,2,Male,1,2,0
0.7199999999999999,0.1621621621621621,0.5322364151915226,0.7779850975768184,Germany,0,10,Female,1,2,0
0.348,0.1621621621621621,0.0,0.6340669033892736,France,0,1,Male,1,2,0
0.862,0.2297297297297297,0.3687798101611694,0.8692128098233382,Germany,1,7,Male,1,2,0
0.62,0.1351351351351351,0.4719137160430356,0.0713935680857521,Germany,0,1,Male,1,2,0
0.8099999999999999,0.2162162162162162,0.0,0.794098086367248,France,1,3,Male,1,2,0
0.7759999999999999,0.2972972972972973,0.4599842908329832,0.9023122708218634,Germany,0,1,Female,0,2,0
0.636,0.2702702702702703,0.3466664891709619,0.1854335589048754,France,1,10,Male,0,1,0
0.5199999999999999,0.1216216216216216,0.347800176557741,0.9136297016365064,France,0,4,Female,1,2,0
0.682,0.3513513513513513,0.5343448409671036,0.987898494306206,France,1,6,Female,1,2,0
0.3139999999999999,0.1756756756756757,0.4447609385946302,0.7501996940707837,Germany,0,9,Male,1,1,0
0.64,0.2567567567567567,0.7124116010608132,0.9725028240196938,Spain,1,0,Male,1,1,0
0.608,0.3243243243243243,0.3956311106234408,0.338013880325571,France,1,7,Male,1,1,0
0.3079999999999999,0.3243243243243243,0.5232696669791309,0.7485024819870297,Germany,1,7,Male,1,2,0
0.65,0.5810810810810811,0.247332173792156,0.8315473127683694,France,0,5,Female,1,3,1
0.356,0.1891891891891892,0.3412367945885918,0.7809788334785971,France,0,4,Female,1,2,0
0.63,0.5,0.54346432051356,0.4688363238689295,France,1,8,Female,1,1,0
0.37,0.2702702702702703,0.0,0.6831105370562889,France,0,8,Female,1,2,0
0.974,0.2297297297297297,0.5740880689845029,0.7266380939379711,Germany,0,0,Male,1,1,0
0.2299999999999999,0.081081081081081,0.6217946497719453,0.9568753315941672,Germany,0,6,Male,1,1,0
0.3279999999999999,0.6486486486486487,0.0,0.0711204420022112,Spain,1,9,Male,1,2,0
0.91,0.2567567567567567,0.0,0.1095966164768735,Spain,0,5,Male,1,2,0
0.2679999999999999,0.2432432432432432,0.0,0.9307133831280888,Spain,0,8,Male,1,2,0
0.958,0.2567567567567567,0.4123497313191981,0.005513226513132,Germany,0,3,Female,0,1,0
0.564,0.0675675675675676,0.4881603921337145,0.7361662538772452,Germany,0,3,Male,1,1,1
0.7119999999999999,0.2432432432432432,0.2334460975769086,0.2038316159193202,Germany,0,9,Male,1,2,0
0.624,0.3108108108108108,0.0,0.6327599285731786,France,0,4,Female,1,2,0
0.8059999999999999,0.1756756756756757,0.4248589138323054,0.4565145471392518,France,0,6,Female,0,1,0
0.856,0.6351351351351351,0.0,0.389315429623529,France,1,7,Female,1,1,0
1.0,0.081081081081081,0.0,0.3452394203646448,Spain,1,1,Female,0,2,0
0.592,0.4594594594594595,0.2378233728283862,0.8625035190860727,France,0,8,Male,0,1,1
0.7659999999999999,0.6216216216216217,0.0,0.3763411905837007,France,1,3,Male,1,2,0
0.7419999999999999,0.3783783783783784,0.5497586290911981,0.3398574063823095,Spain,1,7,Female,1,1,0
1.0,0.2432432432432432,0.4097309788209229,0.4367459592391073,Germany,1,7,Male,1,1,0
0.6980000000000001,0.2837837837837838,0.0,0.4691200509648671,France,0,1,Female,0,2,0
0.846,0.2027027027027027,0.0,0.005534178514048,France,1,9,Male,1,2,0
0.916,0.2837837837837838,0.4950891814282046,0.8572357660156543,Germany,1,3,Male,0,1,0
0.4819999999999999,0.2297297297297297,0.359485957027413,0.2852921954046611,Germany,0,2,Female,1,2,0
0.832,0.3378378378378379,0.4467472829306911,0.1834924235264467,Germany,1,6,Male,1,2,0
0.884,0.1621621621621621,0.0,0.9982584336804164,France,0,8,Male,1,2,0
0.604,0.3108108108108108,0.4589300779451928,0.9445594554279932,Spain,0,8,Male,1,1,0
0.964,0.5810810810810811,0.0,0.6390264270237808,France,1,2,Male,0,1,1
0.44,0.2027027027027027,0.0,0.6232087164324193,France,1,8,Female,1,1,0
0.63,0.2972972972972973,0.691246991955977,0.583831805937467,Spain,1,1,Female,0,1,0
0.862,0.1216216216216216,0.7435630538279506,0.875382148995229,France,1,7,Female,1,1,1
0.612,0.0675675675675676,0.6518568156497326,0.1053777635764215,Germany,1,4,Female,0,1,0
0.582,0.445945945945946,0.4675471622761258,0.1345185465211927,Germany,1,2,Female,1,4,1
0.9,0.2702702702702703,0.6703531700859102,0.3402349924417782,France,0,2,Female,1,2,0
0.7919999999999999,0.081081081081081,0.0,0.4705120338992373,France,1,4,Female,0,1,0
0.604,0.3243243243243243,0.3327728401599231,0.1895308001914182,Spain,0,3,Female,1,2,0
0.2319999999999999,0.3108108108108108,0.133775231210409,0.8949982223302325,France,0,3,Female,1,2,1
0.3019999999999999,0.0945945945945945,0.4145658900791154,0.5738686544565006,Germany,0,6,Male,1,1,0
0.4639999999999998,0.1486486486486486,0.0,0.7807830147779112,France,0,4,Male,0,2,0
0.602,0.2162162162162162,0.0,0.6905766000653062,France,0,9,Female,1,2,0
0.1859999999999999,0.5540540540540542,0.4421687705952644,0.3642097820341842,Germany,0,4,Male,1,1,1
